Outlet_ID,province,uplift_gap_litres,composite_gravity_score,competition_density_score,roi_score,roi_rank,allocation_tier,recommended_spend_type,Trade_Spend_Allocation_LKR
OUT_03570,Western,619.6782000000001,4.54,54.55,0.5064516702070208,451,High,Cooler Subsidy / Display Rack,2550.0
OUT_02508,Western,106.04189999999998,20.69,42.42,0.5052986897742975,452,High,Cooler Subsidy / Display Rack,2550.0
OUT_04413,Western,529.4229,5.01,51.52,0.505028318545316,453,High,Cooler Subsidy / Display Rack,2550.0
OUT_05270,Western,271.84159999999997,9.18,48.48,0.5043463799514954,454,High,Cooler Subsidy / Display Rack,2550.0
OUT_06760,Western,471.25669999999997,4.64,42.42,0.5035999742054352,455,High,Cooler Subsidy / Display Rack,2550.0
OUT_05988,Western,177.00850000000003,14.93,51.52,0.5031867678979437,456,High,Cooler Subsidy / Display Rack,2550.0
OUT_05239,Western,190.666,16.23,60.61,0.5022738484012336,457,High,Cooler Subsidy / Display Rack,2550.0
OUT_06915,Western,465.55439999999993,6.62,60.61,0.5002386184061027,458,High,Cooler Subsidy / Display Rack,2550.0
OUT_05884,Western,212.0063,7.37,30.3,0.4991969428115016,459,High,Cooler Subsidy / Display Rack,2550.0
OUT_04706,Western,465.89200000000005,5.95,54.55,0.49902023402340245,460,High,Cooler Subsidy / Display Rack,2550.0
OUT_00179,Western,622.2797,5.17,63.64,0.49770823777846535,461,High,Cooler Subsidy / Display Rack,2550.0
OUT_03228,Western,831.5999999999999,1.51,24.24,0.4975103011093503,462,High,Cooler Subsidy / Display Rack,2550.0
OUT_05185,Western,411.45849999999996,4.15,33.33,0.4973937591028255,463,High,Cooler Subsidy / Display Rack,2550.0
OUT_08999,Western,203.05940000000004,13.59,54.55,0.4967735816381639,464,High,Cooler Subsidy / Display Rack,2550.0
OUT_04941,Western,431.9261000000001,5.69,48.48,0.49669755638641894,465,High,Cooler Subsidy / Display Rack,2550.0
OUT_04599,Western,155.62980000000002,14.81,45.45,0.4962061007534984,466,High,Cooler Subsidy / Display Rack,2550.0
OUT_00639,Western,521.1773000000001,5.0,51.52,0.4961703160700686,467,High,Cooler Subsidy / Display Rack,2550.0
OUT_00054,Western,1336.0102,1.61,42.42,0.4953883975126669,468,High,Cooler Subsidy / Display Rack,2550.0
OUT_08026,Western,183.50230000000002,12.49,45.45,0.4934216850376749,469,High,Cooler Subsidy / Display Rack,2550.0
OUT_00592,Western,92.596,31.16,57.58,0.4925386411744623,470,High,Cooler Subsidy / Display Rack,2550.0
OUT_04104,Western,128.064,21.31,54.55,0.49127701890189013,471,High,Cooler Subsidy / Display Rack,2550.0
OUT_03386,Western,127.08740000000002,14.44,36.36,0.49120504710920776,472,High,Cooler Subsidy / Display Rack,2550.0
OUT_07089,Western,644.0039999999999,1.92,24.24,0.4898921077654516,473,High,Cooler Subsidy / Display Rack,2550.0
OUT_02303,Western,398.3425,5.7,45.45,0.48881641550053817,474,High,Cooler Subsidy / Display Rack,2550.0
OUT_07195,Western,516.4023,4.11,42.42,0.48881009972362965,475,High,Cooler Subsidy / Display Rack,2550.0
OUT_08362,Western,421.64000000000004,7.81,66.67,0.486627515885917,476,High,Cooler Subsidy / Display Rack,2550.0
OUT_00506,Western,625.8171,4.76,60.61,0.4835074494400259,477,High,Cooler Subsidy / Display Rack,2550.0
OUT_04731,Western,183.0503,17.06,63.64,0.48311233261138603,478,High,Cooler Subsidy / Display Rack,2550.0
OUT_06643,Western,124.4217,16.75,42.42,0.4799777694610779,479,High,Cooler Subsidy / Display Rack,2550.0
OUT_04729,Western,219.33570000000003,12.1,54.55,0.47776093069306935,480,High,Cooler Subsidy / Display Rack,2550.0
OUT_06197,Western,210.09640000000002,11.93,51.52,0.47723725285605484,481,High,Cooler Subsidy / Display Rack,2550.0
OUT_07081,Western,233.29770000000002,8.83,42.42,0.47444004859511746,482,High,Cooler Subsidy / Display Rack,2550.0
OUT_07233,Western,758.5245,2.7,42.42,0.4716757600184247,483,High,Cooler Subsidy / Display Rack,2550.0
OUT_08906,Western,218.7015,8.71,39.39,0.4716241804902205,484,High,Cooler Subsidy / Display Rack,2550.0
OUT_05736,Western,141.3299,10.43,30.3,0.4709491555910543,485,High,Cooler Subsidy / Display Rack,2550.0
OUT_06250,Western,240.9501,7.29,36.36,0.47016226686295504,486,High,Cooler Subsidy / Display Rack,2550.0
OUT_01236,Western,509.93260000000004,5.4,57.58,0.47006419255718684,487,High,Cooler Subsidy / Display Rack,2550.0
OUT_06602,Western,61.973800000000004,28.32,36.36,0.46977998286937905,488,High,Cooler Subsidy / Display Rack,2550.0
OUT_07914,Western,98.5155,13.38,27.27,0.46626720551821715,489,High,Cooler Subsidy / Display Rack,2550.0
OUT_05657,Western,592.3335999999999,1.27,15.15,0.4657979393188854,490,High,Cooler Subsidy / Display Rack,2550.0
OUT_08169,Western,95.14620000000001,27.14,54.55,0.4648547017101711,491,High,Cooler Subsidy / Display Rack,2550.0
OUT_08721,Western,437.7725,3.95,36.36,0.46284833377944323,492,High,Cooler Subsidy / Display Rack,2550.0
OUT_08029,Western,538.0418,2.43,27.27,0.46248375451008134,493,High,Cooler Subsidy / Display Rack,2550.0
OUT_07151,Western,91.5403,14.28,27.27,0.46239670463388743,494,High,Cooler Subsidy / Display Rack,2550.0
OUT_01100,Western,739.7383,2.71,42.42,0.46169755711653615,495,High,Cooler Subsidy / Display Rack,2550.0
OUT_08997,Western,270.11469999999997,8.97,51.52,0.46133451237623757,496,High,Cooler Subsidy / Display Rack,2550.0
OUT_06839,Western,438.8763,5.82,54.55,0.45981279315931595,497,High,Cooler Subsidy / Display Rack,2550.0
OUT_04808,Western,523.4233,5.41,60.61,0.4596202001298491,498,High,Cooler Subsidy / Display Rack,2550.0
OUT_00125,Western,507.2031999999999,3.37,36.36,0.45751466381156314,499,High,Cooler Subsidy / Display Rack,2550.0
OUT_04583,Western,289.57689999999997,6.85,42.42,0.4568405723169045,500,High,Cooler Subsidy / Display Rack,2550.0
OUT_00764,Western,218.3722,8.44,39.39,0.45631625847982166,501,High,Cooler Subsidy / Display Rack,2550.0
OUT_00870,Western,198.31969999999995,12.08,51.52,0.4561504143183548,502,High,Cooler Subsidy / Display Rack,2550.0
OUT_07298,Western,537.9993,3.42,39.39,0.45554781034909625,503,High,Cooler Subsidy / Display Rack,2550.0
OUT_00113,Western,514.3226999999999,3.04,33.33,0.4554445115059714,504,High,Cooler Subsidy / Display Rack,2550.0
OUT_08262,Western,184.36470000000003,6.23,24.24,0.45506817789223464,505,High,Cooler Subsidy / Display Rack,2550.0
OUT_08252,Western,104.6896,20.18,45.45,0.4548194032292788,506,High,Cooler Subsidy / Display Rack,2550.0
OUT_07455,Western,201.9601,6.36,27.27,0.45435664520693314,507,High,Cooler Subsidy / Display Rack,2550.0
OUT_03564,Western,195.76419999999996,12.18,51.52,0.45399999162223903,508,High,Cooler Subsidy / Display Rack,2550.0
OUT_04659,Western,97.6174,24.42,51.52,0.45388745392231533,509,High,Cooler Subsidy / Display Rack,2550.0
OUT_01293,Western,204.301,10.31,45.45,0.45346465231431643,510,High,Cooler Subsidy / Display Rack,2550.0
OUT_03533,Western,551.3548000000001,2.32,27.27,0.45247369508312696,511,High,Cooler Subsidy / Display Rack,2550.0
OUT_08885,Western,100.18789999999998,26.45,57.58,0.45236769460566745,512,High,Cooler Subsidy / Display Rack,2550.0
OUT_08789,Western,525.9647,3.21,36.36,0.45191292478586725,513,High,Cooler Subsidy / Display Rack,2550.0
OUT_02104,Western,212.9489,11.14,51.52,0.4516852143945163,514,High,Cooler Subsidy / Display Rack,2550.0
OUT_07720,Western,731.2674000000002,2.12,33.33,0.4515837133702303,515,High,Cooler Subsidy / Display Rack,2550.0
OUT_03184,Western,232.79309999999998,6.07,30.3,0.45145498945686896,516,High,Cooler Subsidy / Display Rack,2550.0
OUT_07041,Western,74.81739999999999,11.55,18.18,0.4505427372262773,517,High,Cooler Subsidy / Display Rack,2550.0
OUT_03359,Western,472.78009999999995,3.27,33.33,0.4503323411010778,518,High,Cooler Subsidy / Display Rack,2550.0
OUT_05470,Western,725.9586000000002,1.94,30.3,0.44995517060702883,519,High,Cooler Subsidy / Display Rack,2550.0
OUT_07572,Western,144.6346,16.29,51.52,0.4486096028179741,520,High,Cooler Subsidy / Display Rack,2550.0
OUT_06880,Western,366.41739999999993,6.05,48.48,0.44802450889248174,521,High,Cooler Subsidy / Display Rack,2550.0
OUT_01725,Western,648.7228,4.04,57.58,0.4473950344827586,522,High,Cooler Subsidy / Display Rack,2550.0
OUT_00841,Western,130.1611,20.13,57.58,0.4472760230454079,523,High,Cooler Subsidy / Display Rack,2550.0
OUT_08135,Western,255.74450000000002,11.83,66.67,0.4470899120732969,524,High,Cooler Subsidy / Display Rack,2550.0
OUT_08165,Western,209.0972,9.91,45.45,0.4461040370290635,525,High,Cooler Subsidy / Display Rack,2550.0
OUT_03133,Western,75.49289999999999,32.78,54.55,0.44548285544554456,526,High,Cooler Subsidy / Display Rack,2550.0
OUT_04873,Western,463.08879999999994,3.87,39.39,0.4437122198564,527,High,Cooler Subsidy / Display Rack,2550.0
OUT_06444,Western,93.72829999999999,26.19,54.55,0.4418981416741674,528,High,Cooler Subsidy / Display Rack,2550.0
OUT_07512,Western,220.6105,9.9,48.48,0.4413993431689572,529,High,Cooler Subsidy / Display Rack,2550.0
OUT_07317,Western,358.00109999999995,4.97,39.39,0.44052128422876935,530,High,Cooler Subsidy / Display Rack,2550.0
OUT_02562,Western,69.4188,38.99,60.61,0.4393181321214089,531,High,Cooler Subsidy / Display Rack,2550.0
OUT_06215,Western,453.282,4.19,42.42,0.4374139981575311,532,High,Cooler Subsidy / Display Rack,2550.0
OUT_00186,Western,529.3720000000001,2.83,33.33,0.43638880279638814,533,High,Cooler Subsidy / Display Rack,2550.0
OUT_05937,Western,470.3072,4.59,48.48,0.4362793144704931,534,High,Cooler Subsidy / Display Rack,2550.0
OUT_01244,Western,84.0119,22.47,42.42,0.4347644847996314,535,High,Cooler Subsidy / Display Rack,2550.0
OUT_02422,Western,704.7822000000001,2.49,39.39,0.43449063580094094,536,High,Cooler Subsidy / Display Rack,2550.0
OUT_03829,Western,662.1348999999998,4.04,60.61,0.43418681967213096,537,High,Cooler Subsidy / Display Rack,2550.0
OUT_07940,Western,118.35560000000001,17.03,45.45,0.4339280663078579,538,High,Cooler Subsidy / Display Rack,2550.0
OUT_01461,Western,457.58570000000003,4.11,42.42,0.43313616467065874,539,High,Cooler Subsidy / Display Rack,2550.0
OUT_05667,Western,207.8253,8.37,39.39,0.43067535553354785,540,High,Cooler Subsidy / Display Rack,2550.0
OUT_06863,Western,498.00829999999996,3.74,42.42,0.42896154813450027,541,High,Cooler Subsidy / Display Rack,2550.0
OUT_00524,Western,84.9152,23.46,45.45,0.4288720327233584,542,High,Cooler Subsidy / Display Rack,2550.0
OUT_00250,Western,471.3023,2.02,21.21,0.4286495479513732,543,High,Cooler Subsidy / Display Rack,2550.0
OUT_02681,Western,104.5561,21.51,51.52,0.42821814756283316,544,High,Cooler Subsidy / Display Rack,2550.0
OUT_04888,Western,84.6428,28.08,54.55,0.42786135445544554,545,High,Cooler Subsidy / Display Rack,2550.0
OUT_02458,Western,542.4629,3.66,45.45,0.4274304012917115,546,High,Cooler Subsidy / Display Rack,2550.0
OUT_02510,Western,157.5589,7.66,27.27,0.4269194106827025,547,High,Cooler Subsidy / Display Rack,2550.0
OUT_04812,Western,956.8529999999998,2.34,51.52,0.4263206435643563,548,High,Cooler Subsidy / Display Rack,2550.0
OUT_07391,Western,716.3037999999999,1.68,27.27,0.4256775323664661,549,High,Cooler Subsidy / Display Rack,2550.0
OUT_04897,Western,104.9237,13.89,33.33,0.42452379638799886,550,High,Cooler Subsidy / Display Rack,2550.0
OUT_04276,Western,195.9635,12.68,57.58,0.42417500512120176,551,High,Cooler Subsidy / Display Rack,2550.0
OUT_04092,Western,266.899,8.81,54.55,0.4232907632763277,552,High,Cooler Subsidy / Display Rack,2550.0
OUT_00070,Western,539.4685,4.34,54.55,0.4214749396939694,553,High,Cooler Subsidy / Display Rack,2550.0
OUT_07143,Western,121.983,18.14,51.52,0.42131980578827116,554,High,Cooler Subsidy / Display Rack,2550.0
OUT_00402,Western,449.2504,5.49,57.58,0.42102845612837153,555,High,Cooler Subsidy / Display Rack,2550.0
OUT_04872,Western,224.8288,7.56,39.39,0.42082340381282496,556,High,Cooler Subsidy / Display Rack,2550.0
OUT_02594,Western,70.5711,22.21,36.36,0.4195353669700215,557,High,Cooler Subsidy / Display Rack,2550.0
OUT_02956,Western,439.54229999999995,4.72,48.48,0.4192885319320937,558,High,Cooler Subsidy / Display Rack,2550.0
OUT_03529,Western,244.4588,5.88,33.33,0.41870601339935914,559,High,Cooler Subsidy / Display Rack,2550.0
OUT_02604,Western,105.2927,16.05,39.39,0.41840748576380293,560,High,Cooler Subsidy / Display Rack,2550.0
OUT_01473,Western,563.3567,3.9,51.52,0.41833418316831683,561,High,Cooler Subsidy / Display Rack,2550.0
OUT_05256,Western,406.728,5.08,48.48,0.417578464025869,562,High,Cooler Subsidy / Display Rack,2550.0
OUT_01875,Western,196.9799,8.55,39.39,0.4169789910869027,563,High,Cooler Subsidy / Display Rack,2550.0
OUT_07831,Western,232.7119,6.15,33.33,0.4168884896591903,564,High,Cooler Subsidy / Display Rack,2550.0
OUT_01528,Western,892.2592999999999,2.45,51.52,0.4162291098629093,565,High,Cooler Subsidy / Display Rack,2550.0
OUT_02341,Western,206.37290000000002,11.79,57.58,0.4153527639125982,566,High,Cooler Subsidy / Display Rack,2550.0
OUT_01764,Western,99.3543,25.72,60.61,0.4147691277390033,567,High,Cooler Subsidy / Display Rack,2550.0
OUT_08756,Western,509.6021,2.79,33.33,0.4141537602679872,568,High,Cooler Subsidy / Display Rack,2550.0
OUT_07810,Western,621.2796999999998,2.28,33.33,0.41261803553743065,569,High,Cooler Subsidy / Display Rack,2550.0
OUT_00903,Western,471.08389999999997,4.33,48.48,0.4122460159660469,570,High,Cooler Subsidy / Display Rack,2550.0
OUT_05478,Western,478.25590000000005,3.74,42.42,0.4119477351450945,571,High,Cooler Subsidy / Display Rack,2550.0
OUT_01272,Western,221.0681,9.75,51.52,0.4103987004950495,572,High,Cooler Subsidy / Display Rack,2550.0
OUT_00219,Western,535.3039000000001,3.09,39.39,0.40952935157217135,573,High,Cooler Subsidy / Display Rack,2550.0
OUT_07321,Western,723.9715000000001,1.94,33.33,0.4091187620157298,574,High,Cooler Subsidy / Display Rack,2550.0
OUT_07928,Western,111.8088,16.96,45.45,0.40824052701829927,575,High,Cooler Subsidy / Display Rack,2550.0
OUT_07927,Western,94.8392,29.12,66.67,0.4081154875129304,576,High,Cooler Subsidy / Display Rack,2550.0
OUT_06437,Western,86.27120000000001,14.8,30.3,0.4079277188498403,577,High,Cooler Subsidy / Display Rack,2550.0
OUT_01075,Western,260.5364,7.73,48.48,0.4070223063864188,578,High,Cooler Subsidy / Display Rack,2550.0
OUT_04879,Western,772.267,1.64,30.3,0.4046383003194888,579,High,Cooler Subsidy / Display Rack,2550.0
OUT_05782,Western,219.87369999999999,7.96,42.42,0.40308490373099953,580,High,Cooler Subsidy / Display Rack,2550.0
OUT_01807,Western,99.21579999999999,20.08,48.48,0.40263808892481806,581,High,Cooler Subsidy / Display Rack,2550.0
OUT_07219,Western,507.7901,2.24,27.27,0.4023522546869473,582,High,Cooler Subsidy / Display Rack,2550.0
OUT_07496,Western,72.8874,25.63,45.45,0.4021752555435952,583,High,Cooler Subsidy / Display Rack,2550.0
OUT_08708,Western,497.5194,3.02,36.36,0.4021703929336189,584,High,Cooler Subsidy / Display Rack,2550.0
OUT_00606,Western,603.7059999999999,2.88,42.42,0.40043143251957614,585,High,Cooler Subsidy / Display Rack,2550.0
OUT_04925,Western,478.5562,3.88,45.45,0.39974123918191595,586,High,Cooler Subsidy / Display Rack,2550.0
OUT_05258,Western,108.0881,9.33,24.24,0.3995491176703645,587,High,Cooler Subsidy / Display Rack,2550.0
OUT_06545,Western,550.1594,3.15,42.42,0.3991253132197144,588,High,Cooler Subsidy / Display Rack,2550.0
OUT_05223,Western,108.1956,10.42,27.27,0.39879665794128044,589,High,Cooler Subsidy / Display Rack,2550.0
OUT_04679,Western,415.1962,4.46,45.45,0.39865986049515606,590,High,Cooler Subsidy / Display Rack,2550.0
OUT_01747,Western,87.4228,23.89,51.52,0.39766387890327487,591,High,Cooler Subsidy / Display Rack,2550.0
OUT_06262,Western,456.5234,4.04,45.45,0.397062332831001,592,High,Cooler Subsidy / Display Rack,2550.0
OUT_06996,Western,477.0442,2.58,30.3,0.3932185418530351,593,High,Cooler Subsidy / Display Rack,2550.0
OUT_07658,Western,667.1196,3.09,51.52,0.39249801294744857,594,High,Cooler Subsidy / Display Rack,2550.0
OUT_00663,Western,245.38649999999998,5.49,33.33,0.39241825953976117,595,High,Cooler Subsidy / Display Rack,2550.0
OUT_08099,Western,460.82360000000006,5.5,63.64,0.3920992883663367,596,High,Cooler Subsidy / Display Rack,2550.0
OUT_02321,Western,139.5768,9.61,33.33,0.390717462277891,597,High,Cooler Subsidy / Display Rack,2550.0
OUT_00112,Western,474.5662,3.32,39.39,0.39008660163406783,598,High,Cooler Subsidy / Display Rack,2550.0
OUT_08331,Western,428.5994,2.29,24.24,0.38886395641838356,599,High,Cooler Subsidy / Display Rack,2550.0
OUT_07970,Western,365.58199999999994,6.87,63.64,0.3885439882425742,600,High,Cooler Subsidy / Display Rack,2550.0
OUT_03454,Western,158.8528,11.35,45.45,0.3881548503767491,601,High,Cooler Subsidy / Display Rack,2550.0
OUT_07141,Western,452.9522999999999,3.72,42.42,0.38806599631506217,602,High,Cooler Subsidy / Display Rack,2550.0
OUT_00215,Western,514.9802999999999,2.58,33.33,0.387022771337023,603,High,Cooler Subsidy / Display Rack,2550.0
OUT_04884,Western,112.40020000000001,14.95,42.42,0.38700667664670657,604,High,Cooler Subsidy / Display Rack,2550.0
OUT_08840,Western,557.5664999999999,3.43,48.48,0.38651032639450283,605,High,Cooler Subsidy / Display Rack,2550.0
OUT_02697,Western,270.1491,8.38,57.58,0.38645432878115404,606,High,Cooler Subsidy / Display Rack,2550.0
OUT_06285,Western,100.97569999999999,16.61,42.42,0.3862750753109166,607,High,Cooler Subsidy / Display Rack,2550.0
OUT_08138,Western,490.15399999999994,3.66,45.45,0.38621391603875127,608,High,Cooler Subsidy / Display Rack,2550.0
OUT_00328,Western,439.41,3.55,39.39,0.38621081950977965,609,High,Cooler Subsidy / Display Rack,2550.0
OUT_00017,Western,830.4499,2.16,45.45,0.38617261227125943,610,High,Cooler Subsidy / Display Rack,2550.0
OUT_00781,Western,103.1263,12.82,33.33,0.3851089909699971,611,High,Cooler Subsidy / Display Rack,2550.0
OUT_01559,Western,508.2474,2.6,33.33,0.38492375182056515,612,High,Cooler Subsidy / Display Rack,2550.0
OUT_05095,Western,826.9476,3.0,63.64,0.38379375,613,High,Cooler Subsidy / Display Rack,2550.0
OUT_04158,Western,127.9092,15.75,51.52,0.3835814737242955,614,High,Cooler Subsidy / Display Rack,2550.0
OUT_00381,Western,418.6890000000001,5.64,60.61,0.38328290212627825,615,High,Cooler Subsidy / Display Rack,2550.0
OUT_04236,Western,196.616,7.27,36.36,0.3826012633832977,616,High,Cooler Subsidy / Display Rack,2550.0
OUT_03296,Western,728.1294,2.12,39.39,0.38218230453082447,617,High,Cooler Subsidy / Display Rack,2550.0
OUT_07786,Western,554.2252000000001,3.62,51.52,0.3820059451637472,618,High,Cooler Subsidy / Display Rack,2550.0
OUT_07258,Western,580.3646,3.45,51.52,0.3812372182025895,619,High,Cooler Subsidy / Display Rack,2550.0
OUT_05231,Western,540.3676,1.35,18.18,0.38034215849843594,620,High,Cooler Subsidy / Display Rack,2550.0
OUT_07985,Western,537.6526,3.5,48.48,0.38031206548100244,621,High,Cooler Subsidy / Display Rack,2550.0
OUT_08634,Western,125.0046,10.43,33.33,0.37978385610253423,622,High,Cooler Subsidy / Display Rack,2550.0
OUT_00865,Western,194.0855,9.67,48.48,0.3793061408649959,623,High,Cooler Subsidy / Display Rack,2550.0
OUT_03616,Western,517.4670000000001,2.96,39.39,0.37922810596682355,624,High,Cooler Subsidy / Display Rack,2550.0
OUT_04600,Western,67.178,26.15,45.45,0.3781926157158234,625,High,Cooler Subsidy / Display Rack,2550.0
OUT_07414,Western,180.95160000000004,10.34,48.48,0.3781405707356508,626,High,Cooler Subsidy / Display Rack,2550.0
OUT_01838,Western,142.49129999999997,9.11,33.33,0.378122849694145,627,High,Cooler Subsidy / Display Rack,2550.0
OUT_06993,Western,79.4369,10.55,21.21,0.377334216569113,628,High,Cooler Subsidy / Display Rack,2550.0
OUT_00131,Western,457.07500000000005,3.08,36.36,0.3768177194860814,629,High,Cooler Subsidy / Display Rack,2550.0
OUT_08953,Western,65.0745,16.36,27.27,0.37658960735762287,630,High,Cooler Subsidy / Display Rack,2550.0
OUT_03373,Western,180.12399999999997,10.94,51.52,0.37520117288651933,631,High,Cooler Subsidy / Display Rack,2550.0
OUT_08062,Western,477.26939999999996,3.41,42.42,0.37482465545831406,632,High,Cooler Subsidy / Display Rack,2550.0
OUT_06888,Western,474.62050000000005,3.18,39.39,0.3736799182966081,633,High,Cooler Subsidy / Display Rack,2550.0
OUT_01930,Western,109.4965,15.78,45.45,0.3719816512378902,634,High,Cooler Subsidy / Display Rack,2550.0
OUT_08178,Western,203.30060000000003,8.49,45.45,0.37158710312163623,635,High,Cooler Subsidy / Display Rack,2550.0
OUT_03371,Western,201.62609999999998,6.88,36.36,0.3713028822269807,636,High,Cooler Subsidy / Display Rack,2550.0
OUT_07411,Western,79.22999999999999,17.49,36.36,0.3709134635974303,637,High,Cooler Subsidy / Display Rack,2550.0
OUT_01320,Western,84.3998,20.36,45.45,0.3699418574811625,638,High,Cooler Subsidy / Display Rack,2550.0
OUT_00867,Western,196.59069999999997,6.46,33.33,0.3699318153218759,639,High,Cooler Subsidy / Display Rack,2550.0
OUT_02794,Western,80.2887,24.16,51.52,0.3693402498095964,640,High,Cooler Subsidy / Display Rack,2550.0
OUT_00105,Western,429.197,3.47,39.39,0.3687332483287943,641,High,Cooler Subsidy / Display Rack,2550.0
OUT_00600,Western,546.3444,2.93,42.42,0.3686755163519116,642,High,Cooler Subsidy / Display Rack,2550.0
OUT_01546,Western,238.7574,7.61,48.48,0.3672077231204527,643,High,Cooler Subsidy / Display Rack,2550.0
OUT_00417,Western,407.81309999999996,3.36,36.36,0.3667698115631691,644,High,Cooler Subsidy / Display Rack,2550.0
OUT_00135,Western,407.38630000000006,5.27,57.58,0.36649467412086034,645,High,Cooler Subsidy / Display Rack,2550.0
OUT_08061,Western,113.68489999999998,14.94,45.45,0.3656517558665231,646,High,Cooler Subsidy / Display Rack,2550.0
OUT_03498,Western,127.28059999999999,9.86,33.33,0.36556560326245263,647,High,Cooler Subsidy / Display Rack,2550.0
OUT_06797,Western,399.2493,3.14,33.33,0.3651741339935917,648,High,Cooler Subsidy / Display Rack,2550.0
OUT_01643,Western,108.9223,11.5,33.33,0.36487225458782413,649,High,Cooler Subsidy / Display Rack,2550.0
OUT_04032,Western,276.4004,4.92,36.36,0.36399624411134907,650,High,Cooler Subsidy / Display Rack,2550.0
OUT_02404,Western,519.2786000000001,4.1,57.58,0.3634418333902356,651,High,Cooler Subsidy / Display Rack,2550.0
OUT_02165,Western,129.9501,8.75,30.3,0.3632790335463258,652,High,Cooler Subsidy / Display Rack,2550.0
OUT_02177,Western,202.84689999999998,9.4,51.52,0.3630542383853769,653,High,Cooler Subsidy / Display Rack,2550.0
OUT_05852,Western,494.24649999999997,4.73,63.64,0.3616624296101485,654,High,Cooler Subsidy / Display Rack,2550.0
OUT_06387,Western,587.5763999999999,3.23,51.52,0.3613617235338918,655,High,Cooler Subsidy / Display Rack,2550.0
OUT_00152,Western,500.1187,2.48,33.33,0.36128586542382757,656,High,Cooler Subsidy / Display Rack,2550.0
OUT_07113,Western,230.3145,5.37,33.33,0.36026474366443345,657,High,Cooler Subsidy / Display Rack,2550.0
OUT_00521,Western,92.84,10.97,27.27,0.36025992217898833,658,High,Cooler Subsidy / Display Rack,2550.0
OUT_02936,Western,812.9180000000001,2.46,54.55,0.35999609000900096,659,High,Cooler Subsidy / Display Rack,2550.0
OUT_03651,Western,499.31429999999995,3.34,45.45,0.35903331797631854,660,High,Cooler Subsidy / Display Rack,2550.0
OUT_03741,Western,815.4132999999999,1.91,42.42,0.3586917095808383,661,High,Cooler Subsidy / Display Rack,2550.0
OUT_03611,Western,99.6946,15.61,42.42,0.3584137968678028,662,High,Cooler Subsidy / Display Rack,2550.0
OUT_08556,Western,211.20190000000002,3.25,18.18,0.35787600364963507,663,High,Cooler Subsidy / Display Rack,2550.0
OUT_01701,Western,189.43200000000002,10.45,54.55,0.3563572277227723,664,High,Cooler Subsidy / Display Rack,2550.0
OUT_07713,Western,244.59790000000004,6.32,42.42,0.3560245803777062,665,High,Cooler Subsidy / Display Rack,2550.0
OUT_04781,Western,158.75119999999998,13.79,60.61,0.3553285258886544,666,High,Cooler Subsidy / Display Rack,2550.0
OUT_01032,Western,679.5979,3.06,57.58,0.3549965131444179,667,High,Cooler Subsidy / Display Rack,2550.0
OUT_00782,Western,90.03469999999999,26.64,66.67,0.35444427486330715,668,High,Cooler Subsidy / Display Rack,2550.0
OUT_08699,Western,209.2472,8.36,48.48,0.3535381147938561,669,High,Cooler Subsidy / Display Rack,2550.0
OUT_00857,Western,505.58990000000006,4.52,63.64,0.35353749195544554,670,High,Cooler Subsidy / Display Rack,2550.0
OUT_07956,Western,180.45499999999998,11.47,57.58,0.3533319989757597,671,High,Cooler Subsidy / Display Rack,2550.0
OUT_00160,Western,542.2988,3.42,51.52,0.3531344051789794,672,High,Cooler Subsidy / Display Rack,2550.0
OUT_08292,Western,542.3438,2.43,36.36,0.3527557371520343,673,High,Cooler Subsidy / Display Rack,2550.0
OUT_00591,Western,516.5174999999999,2.55,36.36,0.35254807949678796,674,High,Cooler Subsidy / Display Rack,2550.0
OUT_08647,Western,442.18209999999993,3.46,42.42,0.35236067848917546,675,High,Cooler Subsidy / Display Rack,2550.0
OUT_01472,Western,630.9686999999999,1.74,30.3,0.35076215271565486,676,High,Cooler Subsidy / Display Rack,2550.0
OUT_00284,Western,394.28,4.67,51.52,0.3505878903274942,677,High,Cooler Subsidy / Display Rack,2550.0
OUT_00099,Western,521.1437,2.71,39.39,0.3496656169844021,678,High,Cooler Subsidy / Display Rack,2550.0
OUT_07590,Western,495.06589999999994,3.06,42.42,0.3488948995854445,679,High,Cooler Subsidy / Display Rack,2550.0
OUT_06379,Western,217.6078,9.84,60.61,0.34755084434345074,680,High,Cooler Subsidy / Display Rack,2550.0
OUT_01369,Western,580.3428999999999,3.32,54.55,0.3468476018001799,681,High,Cooler Subsidy / Display Rack,2550.0
OUT_04453,Western,284.16,4.19,33.33,0.3468192251674921,682,High,Cooler Subsidy / Display Rack,2550.0
OUT_02652,Western,102.1435,19.83,57.58,0.34576743001024235,683,High,Cooler Subsidy / Display Rack,2550.0
OUT_00117,Western,464.0475,2.55,33.33,0.34469010340809786,684,High,Cooler Subsidy / Display Rack,2550.0
OUT_06161,Western,206.0943,9.29,54.55,0.34466535499549955,685,High,Cooler Subsidy / Display Rack,2550.0
OUT_03569,Western,484.0108,2.66,36.36,0.3446115438972163,686,High,Cooler Subsidy / Display Rack,2550.0
OUT_02616,Western,526.4392,1.85,27.27,0.34450389812522114,687,High,Cooler Subsidy / Display Rack,2550.0
OUT_01825,Western,532.1838,3.2,48.48,0.34417707356507676,688,High,Cooler Subsidy / Display Rack,2550.0
