Outlet_ID,province,uplift_gap_litres,composite_gravity_score,competition_density_score,roi_score,roi_rank,allocation_tier,recommended_spend_type,Trade_Spend_Allocation_LKR
OUT_07705,Western,223.6124,0.16,39.39,0.00885812923991087,5351.0,None,None,0.0
OUT_08504,Western,223.44029999999998,0.1,24.24,0.008852626782884312,5352.0,None,None,0.0
OUT_00443,Western,230.7614,0.12,30.3,0.008847082428115015,5353.0,None,None,0.0
OUT_00929,Western,183.5944,0.18,36.36,0.00884555460385439,5354.0,None,None,0.0
OUT_01530,Western,109.2906,0.4,48.48,0.008835133387227162,5355.0,None,None,0.0
OUT_05863,Western,57.597100000000005,0.48,30.3,0.008832782108626197,5356.0,None,None,0.0
OUT_08738,Western,222.836,0.16,39.39,0.008827373112156475,5357.0,None,None,0.0
OUT_07757,Western,79.53460000000001,0.65,57.58,0.008825109252304543,5358.0,None,None,0.0
OUT_05860,Western,117.08550000000001,0.35,45.45,0.008822373519913886,5359.0,None,None,0.0
OUT_03284,Western,93.3915,0.41,42.42,0.00881863542146476,5360.0,None,None,0.0
OUT_06150,Western,229.643,0.19,48.48,0.008818142683912691,5361.0,None,None,0.0
OUT_08659,Western,86.7748,0.41,39.39,0.008808533795493933,5362.0,None,None,0.0
OUT_07465,Western,86.12610000000001,0.35,33.33,0.008780697640547626,5363.0,None,None,0.0
OUT_06321,Western,768.0853,0.06,51.52,0.0087747749428789,5364.0,None,None,0.0
OUT_07665,Western,101.53569999999999,0.48,54.55,0.008773561836183618,5365.0,None,None,0.0
OUT_07630,Western,70.2403,0.58,45.45,0.008770586437029063,5366.0,None,None,0.0
OUT_00022,Western,1027.5108,0.05,57.58,0.008770150221918743,5367.0,None,None,0.0
OUT_03115,Western,143.2365,0.34,54.55,0.008766950495049506,5368.0,None,None,0.0
OUT_03141,Western,121.7039,0.4,54.55,0.008763557155715572,5369.0,None,None,0.0
OUT_04595,Western,217.9253,0.15,36.36,0.008749677462526766,5370.0,None,None,0.0
OUT_02771,Western,108.24640000000001,0.35,42.42,0.008725527406725012,5371.0,None,None,0.0
OUT_08006,Western,79.86749999999999,0.54,48.48,0.008716339935327404,5372.0,None,None,0.0
OUT_08495,Western,84.07239999999999,0.67,63.64,0.008714187499999998,5373.0,None,None,0.0
OUT_06105,Western,112.2609,0.36,45.45,0.008700521851453175,5374.0,None,None,0.0
OUT_07120,Western,224.39100000000002,0.18,45.45,0.00869545317545748,5375.0,None,None,0.0
OUT_04252,Western,63.2227,0.93,66.67,0.008688800206886362,5376.0,None,None,0.0
OUT_06918,Western,70.5486,0.46,36.36,0.008686390792291221,5377.0,None,None,0.0
OUT_00576,Western,194.10199999999998,0.14,30.3,0.0086818785942492,5378.0,None,None,0.0
OUT_06064,Western,201.4419,0.2,45.45,0.008673494079655543,5379.0,None,None,0.0
OUT_08485,Western,756.7563,0.06,51.52,0.008645349961919268,5380.0,None,None,0.0
OUT_05944,Western,140.5231,0.36,57.58,0.008635765790372141,5381.0,None,None,0.0
OUT_05660,Western,69.0704,0.77,60.61,0.008632398636584972,5382.0,None,None,0.0
OUT_02287,Western,170.36059999999998,0.22,42.42,0.008631812989405803,5383.0,None,None,0.0
OUT_05542,Western,535.3116,0.07,42.42,0.008630081068631968,5384.0,None,None,0.0
OUT_04827,Western,69.7079,0.5,39.39,0.008629351324585293,5385.0,None,None,0.0
OUT_08031,Western,75.9448,0.7,60.61,0.008628690147703294,5386.0,None,None,0.0
OUT_04722,Western,113.17670000000001,0.4,51.52,0.00861970297029703,5387.0,None,None,0.0
OUT_06118,Western,128.7993,0.25,36.36,0.008618796841541756,5388.0,None,None,0.0
OUT_01471,Western,795.0663,0.07,63.64,0.008609938273514852,5389.0,None,None,0.0
OUT_03347,Western,100.9363,0.37,42.42,0.00860120474435744,5390.0,None,None,0.0
OUT_05724,Western,105.0393,0.43,51.52,0.00859994268849962,5391.0,None,None,0.0
OUT_08886,Western,448.13720000000006,0.06,30.3,0.00859048945686901,5392.0,None,None,0.0
OUT_06995,Western,73.9297,0.61,51.52,0.008586655940594058,5393.0,None,None,0.0
OUT_00629,Western,244.3196,0.11,30.3,0.008586311821086262,5394.0,None,None,0.0
OUT_06225,Western,82.9501,0.7,66.67,0.008580622136840549,5395.0,None,None,0.0
OUT_05654,Western,106.72449999999999,0.47,57.58,0.008562737282348923,5396.0,None,None,0.0
OUT_02338,Western,86.4079,0.4,39.39,0.008557355781133943,5397.0,None,None,0.0
OUT_03110,Western,82.4802,0.45,42.42,0.008548155228005528,5398.0,None,None,0.0
OUT_02809,Western,81.0009,0.49,45.45,0.00854476663078579,5399.0,None,None,0.0
OUT_02002,Western,146.1068,0.36,60.61,0.008537323161824378,5400.0,None,None,0.0
OUT_04336,Western,72.46430000000001,0.19,15.15,0.008525211764705885,5401.0,None,None,0.0
OUT_05053,Western,99.4649,0.45,51.52,0.008522316260472201,5402.0,None,None,0.0
OUT_00553,Western,166.1708,0.3,57.58,0.008509941959713213,5403.0,None,None,0.0
OUT_08700,Western,279.0892,0.04,12.12,0.008508817073170732,5404.0,None,None,0.0
OUT_06894,Western,237.0593,0.21,57.58,0.008498199556162513,5405.0,None,None,0.0
OUT_06019,Western,94.70049999999999,0.28,30.3,0.008471610223642172,5406.0,None,None,0.0
OUT_07425,Western,148.1406,0.3,51.52,0.008461953541507998,5407.0,None,None,0.0
OUT_06216,Western,82.74249999999999,0.66,63.64,0.008448336943069307,5408.0,None,None,0.0
OUT_00061,Western,568.0224000000001,0.06,39.39,0.008438064867541471,5409.0,None,None,0.0
OUT_07047,Western,108.68079999999999,0.29,36.36,0.008436143468950748,5410.0,None,None,0.0
OUT_08191,Western,82.2063,0.29,27.27,0.00843290661478599,5411.0,None,None,0.0
OUT_07981,Western,90.37950000000001,0.49,51.52,0.008432207730388424,5412.0,None,None,0.0
OUT_02110,Western,75.6766,0.72,63.64,0.008429324257425742,5413.0,None,None,0.0
OUT_03294,Western,109.4639,0.52,66.67,0.008411589773902762,5414.0,None,None,0.0
OUT_01424,Western,79.58749999999999,0.65,60.61,0.00839666856029865,5415.0,None,None,0.0
OUT_01785,Western,556.5122,0.07,45.45,0.008386620882669537,5416.0,None,None,0.0
OUT_02557,Western,131.1413,0.2,30.3,0.008379635782747604,5417.0,None,None,0.0
OUT_05839,Western,88.0318,0.47,48.48,0.008361953516572351,5418.0,None,None,0.0
OUT_05664,Western,413.6716,0.1,48.48,0.008360379951495554,5419.0,None,None,0.0
OUT_06581,Western,86.1713,0.45,45.45,0.0083481345532831,5420.0,None,None,0.0
OUT_04512,Western,87.2891,0.56,57.58,0.00834446841925572,5421.0,None,None,0.0
OUT_07448,Western,179.3966,0.23,48.48,0.008338968876313663,5422.0,None,None,0.0
OUT_05079,Western,489.72600000000006,0.11,63.64,0.00833382735148515,5423.0,None,None,0.0
OUT_00383,Western,485.78,0.09,51.52,0.008324485910129473,5424.0,None,None,0.0
OUT_07064,Western,212.462,0.17,42.42,0.008318410870566558,5425.0,None,None,0.0
OUT_05851,Western,69.6258,0.41,33.33,0.008315344596562772,5426.0,None,None,0.0
OUT_03702,Western,97.0389,0.45,51.52,0.00831445258948972,5427.0,None,None,0.0
OUT_03094,Western,88.096,0.61,63.64,0.008313514851485149,5428.0,None,None,0.0
OUT_06899,Western,106.68789999999998,0.48,60.61,0.008311993507547473,5429.0,None,None,0.0
OUT_06393,Western,90.4495,0.37,39.39,0.008285792275315673,5430.0,None,None,0.0
OUT_02670,Western,132.4333,0.29,45.45,0.008268171582346608,5431.0,None,None,0.0
OUT_05334,Western,135.69310000000002,0.32,51.52,0.008267667936024374,5432.0,None,None,0.0
OUT_03641,Western,230.40109999999999,0.21,57.58,0.008259513656538067,5433.0,None,None,0.0
OUT_00433,Western,157.15380000000002,0.26,48.48,0.008257879547291836,5434.0,None,None,0.0
OUT_07547,Western,192.81269999999998,0.16,36.36,0.008257503211991434,5435.0,None,None,0.0
OUT_01681,Western,79.7274,0.23,21.21,0.00825632687978388,5436.0,None,None,0.0
OUT_02082,Western,149.5687,0.34,60.61,0.008254075312449278,5437.0,None,None,0.0
OUT_00646,Western,73.2462,0.66,57.58,0.008252388528508023,5438.0,None,None,0.0
OUT_02244,Western,154.75740000000002,0.36,66.67,0.008232993054529333,5439.0,None,None,0.0
OUT_00122,Western,477.9066,0.08,45.45,0.008230899461786867,5440.0,None,None,0.0
OUT_07338,Western,86.4489,0.5,51.52,0.008230093297791317,5441.0,None,None,0.0
OUT_03309,Western,77.48639999999999,0.59,54.55,0.008229878667866786,5442.0,None,None,0.0
OUT_03495,Western,91.0849,0.31,33.33,0.008224969123215846,5443.0,None,None,0.0
OUT_06554,Western,101.03110000000001,0.23,27.27,0.008219721613017332,5444.0,None,None,0.0
OUT_08414,Western,204.7001,0.15,36.36,0.00821868709850107,5445.0,None,None,0.0
OUT_03274,Western,767.4844999999998,0.04,36.36,0.008217178800856529,5446.0,None,None,0.0
OUT_06572,Western,136.3734,0.17,27.27,0.00820073505482844,5447.0,None,None,0.0
OUT_05785,Western,88.8755,0.68,72.73,0.008196845246168453,5448.0,None,None,0.0
OUT_02130,Western,90.1597,0.56,60.61,0.008195006005518587,5449.0,None,None,0.0
OUT_08343,Western,123.1407,0.45,66.67,0.00818875646519876,5450.0,None,None,0.0
OUT_05713,Western,68.0633,0.34,27.27,0.008185893880438628,5451.0,None,None,0.0
OUT_08737,Western,95.6688,0.19,21.21,0.00818418370103557,5452.0,None,None,0.0
OUT_04057,Western,189.42540000000002,0.24,54.55,0.008183995679567957,5453.0,None,None,0.0
OUT_06403,Western,615.3100999999999,0.09,66.67,0.00818352430914733,5454.0,None,None,0.0
OUT_05983,Western,93.4421,0.38,42.42,0.008177797789037308,5455.0,None,None,0.0
OUT_01429,Western,79.67840000000001,0.57,54.55,0.008175821422142215,5456.0,None,None,0.0
OUT_05489,Western,112.1622,0.25,33.33,0.008167943489659192,5457.0,None,None,0.0
OUT_07054,Western,211.1042,0.25,63.64,0.008164611695544555,5458.0,None,None,0.0
OUT_07783,Western,109.65350000000001,0.21,27.27,0.008145466926070039,5459.0,None,None,0.0
OUT_04797,Western,79.1321,0.32,30.3,0.008090182747603834,5460.0,None,None,0.0
OUT_00371,Western,499.1656,0.09,54.55,0.008087291449144914,5461.0,None,None,0.0
OUT_07145,Western,117.88900000000001,0.36,51.52,0.008080738766184311,5462.0,None,None,0.0
OUT_08225,Western,500.73929999999996,0.07,42.42,0.008072720175034546,5463.0,None,None,0.0
OUT_05002,Western,81.4246,0.16,15.15,0.008066833436532509,5464.0,None,None,0.0
OUT_01815,Western,76.78229999999999,0.55,51.52,0.008040796839299313,5465.0,None,None,0.0
OUT_08467,Western,99.0504,0.5,60.61,0.00803850024346697,5466.0,None,None,0.0
OUT_07706,Western,156.2822,0.27,51.52,0.008034309596344248,5467.0,None,None,0.0
OUT_05444,Western,103.5904,0.36,45.45,0.008028534768568352,5468.0,None,None,0.0
OUT_04177,Western,69.62010000000001,0.71,60.61,0.00802309219282584,5469.0,None,None,0.0
OUT_00853,Western,836.4985999999999,0.03,30.3,0.008017558466453672,5470.0,None,None,0.0
OUT_08582,Western,215.8659,0.15,39.39,0.008016807378063878,5471.0,None,None,0.0
OUT_06213,Western,80.8784,0.25,24.24,0.008010935023771792,5472.0,None,None,0.0
OUT_00839,Western,124.44309999999999,0.26,39.39,0.00801069720227779,5473.0,None,None,0.0
OUT_05044,Western,227.8215,0.11,30.3,0.008006506389776357,5474.0,None,None,0.0
OUT_03218,Western,172.23309999999998,0.23,48.48,0.008005984842360548,5475.0,None,None,0.0
OUT_03718,Western,221.2894,0.19,51.52,0.008005519040365575,5476.0,None,None,0.0
OUT_03793,Western,112.4624,0.46,63.64,0.00800320297029703,5477.0,None,None,0.0
OUT_08667,Western,114.92749999999998,0.45,63.64,0.008000831528465346,5478.0,None,None,0.0
OUT_06048,Western,88.36869999999999,0.64,69.7,0.007999429702970297,5479.0,None,None,0.0
OUT_03812,Western,111.96050000000001,0.31,42.42,0.007993494933210502,5480.0,None,None,0.0
OUT_03329,Western,161.2702,0.23,45.45,0.00798539203444564,5481.0,None,None,0.0
OUT_05680,Western,53.227000000000004,0.74,48.48,0.007960383993532742,5482.0,None,None,0.0
OUT_04157,Western,124.98499999999999,0.18,27.27,0.00795801202688362,5483.0,None,None,0.0
OUT_07853,Western,75.8845,0.36,33.33,0.007957593941159335,5484.0,None,None,0.0
OUT_02768,Western,123.2024,0.3,45.45,0.007957097954790097,5485.0,None,None,0.0
OUT_03468,Western,111.4795,0.18,24.24,0.00795020206022187,5486.0,None,None,0.0
OUT_07883,Western,428.1912,0.12,63.64,0.00794909405940594,5487.0,None,None,0.0
OUT_02700,Western,86.2354,0.4,42.42,0.007944302164900968,5488.0,None,None,0.0
OUT_06869,Western,87.0371,0.59,63.64,0.007944289758663365,5489.0,None,None,0.0
OUT_01513,Western,77.6718,0.63,60.61,0.00794241746469729,5490.0,None,None,0.0
OUT_01847,Western,407.67589999999996,0.12,60.61,0.007940449277714656,5491.0,None,None,0.0
OUT_03383,Western,440.34760000000006,0.1,54.55,0.007927049504950497,5492.0,None,None,0.0
OUT_07551,Western,114.7294,0.3,42.42,0.007926950713956701,5493.0,None,None,0.0
OUT_05518,Western,80.04429999999999,0.46,45.45,0.007926884391819159,5494.0,None,None,0.0
OUT_03449,Western,67.7368,0.65,54.55,0.007925998199819984,5495.0,None,None,0.0
OUT_02142,Western,129.8793,0.32,51.52,0.007913437928408224,5496.0,None,None,0.0
OUT_07634,Western,95.2907,0.31,36.36,0.007906883565310493,5497.0,None,None,0.0
OUT_05465,Western,763.9399000000001,0.07,66.67,0.007902437269100046,5498.0,None,None,0.0
OUT_08088,Western,190.6196,0.18,42.42,0.007902240442192537,5499.0,None,None,0.0
OUT_01463,Western,40.3817,1.5,75.76,0.007891160760812923,5500.0,None,None,0.0
OUT_08573,Western,180.27160000000003,0.19,42.42,0.00788843942883464,5501.0,None,None,0.0
OUT_01327,Western,77.8398,0.44,42.42,0.007887957623215107,5502.0,None,None,0.0
OUT_01497,Western,201.44039999999998,0.17,42.42,0.007886888070013818,5503.0,None,None,0.0
OUT_01862,Western,95.0789,0.36,42.42,0.00788309626900046,5504.0,None,None,0.0
OUT_02075,Western,73.2003,0.5,45.45,0.007879472551130246,5505.0,None,None,0.0
OUT_05927,Western,689.6464999999998,0.06,51.52,0.007878672886519418,5506.0,None,None,0.0
OUT_04876,Western,180.772,0.11,24.24,0.007878335974643423,5507.0,None,None,0.0
OUT_08643,Western,228.9832,0.17,48.48,0.007867248181083267,5508.0,None,None,0.0
OUT_02250,Western,77.81559999999999,0.5,48.48,0.007863338722716249,5509.0,None,None,0.0
OUT_06927,Western,114.6147,0.36,51.52,0.007856300837776085,5510.0,None,None,0.0
OUT_02905,Western,102.87920000000001,0.47,60.61,0.007848275279987015,5511.0,None,None,0.0
OUT_00195,Western,567.5349000000001,0.06,42.42,0.007842490557346846,5512.0,None,None,0.0
OUT_06031,Western,60.6489,0.6,45.45,0.007834088266953712,5513.0,None,None,0.0
OUT_03160,Western,243.8965,0.12,36.36,0.007833934689507495,5514.0,None,None,0.0
OUT_00046,Western,654.6885,0.07,57.58,0.007823181119836122,5515.0,None,None,0.0
OUT_03770,Western,265.6953,0.11,36.36,0.007822934421841541,5516.0,None,None,0.0
OUT_01404,Western,76.60600000000001,0.66,63.64,0.007821775990099011,5517.0,None,None,0.0
OUT_07255,Western,82.8323,0.41,42.42,0.007821566789497926,5518.0,None,None,0.0
OUT_02015,Western,75.749,0.26,24.24,0.007802987321711569,5519.0,None,None,0.0
OUT_00468,Western,541.4054,0.08,54.55,0.007797017461746175,5520.0,None,None,0.0
OUT_00566,Western,116.61420000000001,0.29,42.42,0.0077886038691847076,5521.0,None,None,0.0
OUT_02456,Western,70.12219999999999,0.65,57.58,0.00778071526118129,5522.0,None,None,0.0
OUT_07778,Western,73.7265,0.65,60.61,0.007778319266352866,5523.0,None,None,0.0
OUT_03845,Western,79.6968,0.69,69.7,0.007778046958981612,5524.0,None,None,0.0
OUT_00767,Western,240.7878,0.14,42.42,0.007763770612620912,5525.0,None,None,0.0
OUT_02443,Western,85.7312,0.64,69.7,0.007760674398868458,5526.0,None,None,0.0
OUT_02972,Western,253.4058,0.17,54.55,0.0077549929792979306,5527.0,None,None,0.0
OUT_02107,Western,72.0404,0.5,45.45,0.007754617868675996,5528.0,None,None,0.0
OUT_04438,Western,383.35480000000007,0.1,48.48,0.007747671786580437,5529.0,None,None,0.0
OUT_04579,Western,111.7199,0.28,39.39,0.007744880415944542,5530.0,None,None,0.0
OUT_02233,Western,107.01499999999999,0.38,51.52,0.007742897943640516,5531.0,None,None,0.0
OUT_01081,Western,119.65869999999998,0.32,48.48,0.007738638641875504,5532.0,None,None,0.0
OUT_04863,Western,74.11699999999999,0.39,36.36,0.007737052997858672,5533.0,None,None,0.0
OUT_02649,Western,79.7416,0.48,48.48,0.007735644300727567,5534.0,None,None,0.0
OUT_03028,Western,186.4764,0.18,42.42,0.007730481805619529,5535.0,None,None,0.0
OUT_06697,Western,91.30170000000001,0.47,54.55,0.007724896309630963,5536.0,None,None,0.0
OUT_00703,Western,180.95030000000003,0.25,57.58,0.00772235831341755,5537.0,None,None,0.0
OUT_00627,Western,146.7984,0.34,63.64,0.007721450495049504,5538.0,None,None,0.0
OUT_05837,Western,167.4339,0.27,57.58,0.007717165073403892,5539.0,None,None,0.0
OUT_02137,Western,192.1805,0.15,36.36,0.007716026498929337,5540.0,None,None,0.0
OUT_07861,Western,159.64440000000002,0.18,36.36,0.007691646680942185,5541.0,None,None,0.0
OUT_02784,Western,200.50249999999997,0.12,30.3,0.007686996805111819,5542.0,None,None,0.0
OUT_01122,Western,121.16980000000001,0.41,63.64,0.007685584467821782,5543.0,None,None,0.0
OUT_04919,Western,664.7260000000001,0.05,42.42,0.007654606172270845,5544.0,None,None,0.0
OUT_04901,Western,210.252,0.18,48.48,0.007648617623282134,5545.0,None,None,0.0
OUT_00678,Western,96.3895,0.32,39.39,0.007636702153998515,5546.0,None,None,0.0
OUT_08779,Western,93.1347,0.53,63.64,0.007636353805693069,5547.0,None,None,0.0
OUT_05995,Western,114.14379999999998,0.27,39.39,0.007630310968061401,5548.0,None,None,0.0
OUT_00531,Western,108.99969999999999,0.41,57.58,0.007628862581085693,5549.0,None,None,0.0
OUT_05635,Western,106.38119999999999,0.42,57.58,0.0076271942642540105,5550.0,None,None,0.0
OUT_05582,Western,128.2914,0.33,54.55,0.007621271287128714,5551.0,None,None,0.0
OUT_06917,Western,112.82910000000001,0.15,21.21,0.007620155335434489,5552.0,None,None,0.0
OUT_02399,Western,444.6758,0.09,51.52,0.007620110814927646,5553.0,None,None,0.0
OUT_02940,Western,93.648,0.23,27.27,0.007619044923947647,5554.0,None,None,0.0
OUT_03001,Western,163.89679999999998,0.23,48.48,0.007618485044462408,5555.0,None,None,0.0
OUT_00505,Western,82.8279,0.26,27.27,0.007617705695083125,5556.0,None,None,0.0
OUT_04196,Western,441.9524,0.08,45.45,0.007611666738428418,5557.0,None,None,0.0
OUT_01388,Western,109.2929,0.45,63.64,0.007608571318069308,5558.0,None,None,0.0
OUT_08137,Western,160.54680000000002,0.22,45.45,0.00760393885898816,5559.0,None,None,0.0
OUT_05232,Western,191.80800000000002,0.16,39.39,0.00759823718742263,5560.0,None,None,0.0
OUT_05731,Western,87.833,0.48,54.55,0.007589530153015301,5561.0,None,None,0.0
OUT_02100,Western,66.43610000000001,0.91,78.79,0.007576995989472366,5562.0,None,None,0.0
OUT_01979,Western,264.90450000000004,0.15,51.52,0.007565817783701448,5563.0,None,None,0.0
OUT_05935,Western,74.75919999999999,0.47,45.45,0.007564440043057048,5564.0,None,None,0.0
OUT_03790,Western,96.8568,0.48,60.61,0.007546058107450088,5565.0,None,None,0.0
OUT_03222,Western,124.27210000000001,0.19,30.3,0.007543673801916934,5566.0,None,None,0.0
OUT_02463,Western,90.85510000000001,0.51,60.61,0.0075208733971757835,5567.0,None,None,0.0
OUT_01699,Western,71.9851,0.39,36.36,0.007514504550321201,5568.0,None,None,0.0
OUT_07926,Western,111.20489999999998,0.15,21.21,0.007510461503827103,5569.0,None,None,0.0
OUT_06001,Western,71.29480000000001,0.52,48.48,0.007492582053354892,5570.0,None,None,0.0
OUT_05298,Western,106.24669999999999,0.37,51.52,0.007485011233815689,5571.0,None,None,0.0
OUT_04018,Western,142.2716,0.26,48.48,0.0074758722716248985,5572.0,None,None,0.0
OUT_05404,Western,230.44029999999998,0.19,57.58,0.00747416473199044,5573.0,None,None,0.0
OUT_02001,Western,99.9179,0.46,60.61,0.007460190553481578,5574.0,None,None,0.0
OUT_07025,Western,108.2391,0.32,45.45,0.00745673024757804,5575.0,None,None,0.0
OUT_01083,Western,47.477599999999995,0.92,57.58,0.0074563659952202105,5576.0,None,None,0.0
OUT_06948,Western,429.0911,0.07,39.39,0.007436587521663779,5577.0,None,None,0.0
OUT_02223,Western,179.1893,0.23,54.55,0.00741917893789379,5578.0,None,None,0.0
OUT_01977,Western,97.4079,0.4,51.52,0.007418728103579589,5579.0,None,None,0.0
OUT_07104,Western,83.29129999999999,0.44,48.48,0.007406663702506063,5580.0,None,None,0.0
OUT_03921,Western,94.5587,0.34,42.42,0.007404412252418241,5581.0,None,None,0.0
OUT_00992,Western,174.35320000000002,0.12,27.27,0.007400914043155287,5582.0,None,None,0.0
OUT_04799,Western,57.2002,0.64,48.48,0.007398570735650768,5583.0,None,None,0.0
OUT_06221,Western,73.20639999999999,0.5,48.48,0.0073975747776879545,5584.0,None,None,0.0
OUT_05862,Western,74.5504,0.31,30.3,0.007383585942492012,5585.0,None,None,0.0
OUT_02101,Western,156.9169,0.19,39.39,0.00738158232235702,5586.0,None,None,0.0
OUT_08882,Western,84.9067,0.43,48.48,0.007378714834276475,5587.0,None,None,0.0
OUT_01881,Western,77.6797,0.47,48.48,0.007378629547291834,5588.0,None,None,0.0
OUT_07960,Western,74.4704,0.58,57.58,0.007373306930693069,5589.0,None,None,0.0
OUT_02574,Western,143.4178,0.27,51.52,0.007372963823305408,5590.0,None,None,0.0
OUT_01628,Western,95.9355,0.45,57.58,0.007369575793786276,5591.0,None,None,0.0
OUT_05058,Western,101.2535,0.36,48.48,0.007366867421180276,5592.0,None,None,0.0
OUT_06988,Western,199.8404,0.16,42.42,0.007363994472593274,5593.0,None,None,0.0
OUT_02119,Western,148.5996,0.2,39.39,0.0073582371874226305,5594.0,None,None,0.0
OUT_05344,Western,182.8449,0.26,63.64,0.007354528774752475,5595.0,None,None,0.0
OUT_01750,Western,75.82339999999999,0.45,45.45,0.007345646932185144,5596.0,None,None,0.0
OUT_08358,Western,213.74210000000002,0.17,48.48,0.007343604890864997,5597.0,None,None,0.0
OUT_00948,Western,86.02799999999999,0.5,57.58,0.007342779105496756,5598.0,None,None,0.0
OUT_06991,Western,78.3632,0.35,36.36,0.0073413062098501075,5599.0,None,None,0.0
OUT_01003,Western,116.72510000000001,0.33,51.52,0.0073342123000761615,5600.0,None,None,0.0
OUT_06616,Western,211.36059999999998,0.14,39.39,0.007326190641247834,5601.0,None,None,0.0
OUT_05481,Western,113.1678,0.34,51.52,0.007326171363290175,5602.0,None,None,0.0
OUT_04426,Western,106.0053,0.3,42.42,0.00732418010133579,5603.0,None,None,0.0
OUT_02900,Western,147.83679999999998,0.23,45.45,0.007320229063509148,5604.0,None,None,0.0
OUT_00794,Western,77.7258,0.38,39.39,0.007312652636791287,5605.0,None,None,0.0
OUT_04780,Western,103.73800000000001,0.37,51.52,0.007308274942878904,5606.0,None,None,0.0
OUT_00569,Western,87.9657,0.46,54.55,0.007284288388838884,5607.0,None,None,0.0
OUT_03268,Western,266.6247,0.16,57.58,0.007282340730624787,5608.0,None,None,0.0
OUT_06073,Western,96.73230000000001,0.44,57.58,0.007265655855240697,5609.0,None,None,0.0
OUT_02785,Western,86.31139999999999,0.34,39.39,0.007265629116117851,5610.0,None,None,0.0
OUT_06865,Western,250.14280000000002,0.17,57.58,0.007259179924889041,5611.0,None,None,0.0
OUT_04988,Western,80.7013,0.39,42.42,0.007248619760479043,5612.0,None,None,0.0
OUT_01792,Western,125.67620000000001,0.32,54.55,0.007239673087308732,5613.0,None,None,0.0
OUT_01703,Western,134.4303,0.25,45.45,0.007235215285252958,5614.0,None,None,0.0
OUT_03835,Western,73.0685,0.55,54.55,0.007234504950495051,5615.0,None,None,0.0
OUT_08214,Western,63.881699999999995,0.32,27.27,0.007231037849310222,5616.0,None,None,0.0
OUT_01940,Western,88.2392,0.48,57.58,0.007230251963127346,5617.0,None,None,0.0
OUT_06037,Western,143.9891,0.37,72.73,0.007225819476468194,5618.0,None,None,0.0
OUT_05173,Western,83.6688,0.27,30.3,0.00721743642172524,5619.0,None,None,0.0
OUT_03357,Western,179.3791,0.26,63.64,0.007215124690594059,5620.0,None,None,0.0
OUT_02471,Western,669.613,0.05,45.45,0.007207890204520991,5621.0,None,None,0.0
OUT_01336,Western,90.44290000000001,0.66,81.82,0.00720747573049988,5622.0,None,None,0.0
OUT_02088,Western,499.64070000000004,0.08,54.55,0.007195545634563458,5623.0,None,None,0.0
OUT_07759,Western,110.84639999999999,0.38,57.58,0.007190445885967907,5624.0,None,None,0.0
OUT_08443,Western,198.7215,0.19,51.52,0.007189087014470677,5625.0,None,None,0.0
OUT_03248,Western,157.87709999999998,0.17,36.36,0.007183915149892934,5626.0,None,None,0.0
OUT_08256,Western,120.6014,0.33,54.55,0.007164439603960396,5627.0,None,None,0.0
OUT_05017,Western,104.5007,0.36,51.52,0.007163033511043412,5628.0,None,None,0.0
OUT_02300,Western,74.3009,0.33,33.33,0.007142236236527818,5629.0,None,None,0.0
OUT_06672,Western,75.6823,0.61,63.64,0.007142048731435643,5630.0,None,None,0.0
OUT_03340,Western,222.185,0.12,36.36,0.007136563169164882,5631.0,None,None,0.0
OUT_04514,Western,552.028,0.06,45.45,0.0071306092572658766,5632.0,None,None,0.0
OUT_01531,Western,78.3978,0.45,48.48,0.007129953516572353,5633.0,None,None,0.0
OUT_03946,Western,97.7821,0.25,33.33,0.00712074715991844,5634.0,None,None,0.0
OUT_08144,Western,110.2285,0.3,45.45,0.0071191711517761035,5635.0,None,None,0.0
OUT_00408,Western,83.9879,0.47,54.55,0.0071060869486948685,5636.0,None,None,0.0
OUT_05909,Western,501.13190000000003,0.04,27.27,0.007090652989034313,5637.0,None,None,0.0
OUT_07866,Western,131.6445,0.25,45.45,0.007085279870828847,5638.0,None,None,0.0
OUT_04848,Western,140.5102,0.28,54.55,0.007082422322232224,5639.0,None,None,0.0
OUT_07013,Western,743.5458000000001,0.05,51.52,0.007078691926884997,5640.0,None,None,0.0
OUT_02807,Western,219.6343,0.13,39.39,0.00706919014607576,5641.0,None,None,0.0
OUT_04768,Western,528.0144,0.05,36.36,0.007066573875802998,5642.0,None,None,0.0
OUT_06449,Western,86.2757,0.43,51.52,0.007063699733434882,5643.0,None,None,0.0
OUT_08854,Western,78.6408,0.39,42.42,0.007063544910179641,5644.0,None,None,0.0
OUT_06390,Western,229.841,0.18,57.58,0.0070623728234892455,5645.0,None,None,0.0
OUT_00860,Western,76.4572,0.4,42.42,0.00704350069092584,5646.0,None,None,0.0
OUT_08821,Western,158.2443,0.22,48.48,0.0070359227970897345,5647.0,None,None,0.0
OUT_02658,Western,95.30680000000001,0.41,54.55,0.007034345274527453,5648.0,None,None,0.0
OUT_05028,Western,105.4611,0.33,48.48,0.007033581851253032,5649.0,None,None,0.0
OUT_07412,Western,105.0923,0.25,36.36,0.007032407655246253,5650.0,None,None,0.0
OUT_07016,Western,695.9044000000001,0.05,48.48,0.007032178658043655,5651.0,None,None,0.0
